PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
Voice,30,2012-05-07 00:00:19.0,4,af4cf45538a804d,47acf5d3a6d0029,19e2e,19e2e,1cfb94ba00,c6400e443f
Voice,6,2012-05-07 00:00:19.0,0,5b53ac9fa63ee52,8465acf68321099,19e2e,19e2e,446b15bb21,9005575c3e
Voice,37,2012-05-07 00:00:19.0,5,13444277192d17a,0a08041e4c0adc8,19e2e,19e2e,8dcc2aa4f9,f10d5e2823
Voice,76,2012-05-07 00:00:19.0,4,90f3818ae80a8b9,2192bb19672e124,19e2e,19e2e,16b9176e96,0fd0c5e879
Voice,0,2012-05-07 00:00:19.0,0,e50079be0502e7f,0a82d6b62bb77a6,19e2e,19e2e,923c4e27ac,13c690c436
Voice,70,2012-05-07 00:00:19.0,2,c6c9016556f1095,a8a016d24d30bd1,19e2e,19e2e,4ec6507dc0,06623c2f1f
Voice,43,2012-05-07 00:00:19.0,2,debe432af3bf73d,814f33e57196dee,19e2e,19e2e,b370d007ba,0f2c49b7bf
Voice,6,2012-05-07 00:00:19.0,2,a59057f3ae5d93c,f48942a873250a9,19e2e,19e2e,62a3bdc3ae,00197a4f5f
Voice,14,2012-05-07 00:00:19.0,2,b27ab0fce55f889,5c206910e2a5ef4,19e2e,19e2e,015056c705,48d806e8bc
Voice,10,2012-05-07 00:00:19.0,3,3a6baad6fcc24cc,4ae478704bf4ae0,19e2e,19e2e,4aed6896bf,c1ec9c885f
Voice,106,2012-05-07 00:00:19.0,0,b5e1ca731d4561c,7a327cbeed06aa2,19e2e,19e2e,6f3a2df445,f939f3349c
Voice,10,2012-05-07 00:00:19.0,0,8652efc4628282e,0791724dd40f943,19e2e,19e2e,2cce684137,b5a2e42048
Voice,0,2012-05-07 00:00:19.0,2,4103abcc6df30d1,16a2f1dd253eec8,19e2e,19e2e,4b39f70b40,7e46936864
Voice,78,2012-05-07 00:00:19.0,2,bfaf5213def63ea,ec8b1039114fbc9,19e2e,19e2e,cde337741a,003e59aea9
Voice,22,2012-05-07 00:00:19.0,0,a79c94a22949a7a,7d080aaadf2abb6,19e2e,19e2e,3f5d502beb,0ddd10fe3c
data,8,2012-05-07 00:00:19.0,_,1bd984f99fa14b6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:19.0,_,4223cb4f86514ad,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:19.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:19.0,_,03f42847af128c4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:19.0,_,524ba48a914331c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-07 00:00:19.0,_,63e022458c15646,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:19.0,_,eaa37bc98e87024,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:19.0,5,c9668796164a08e,df62df974ca3369,19e2e,19e2e,EXwMnX/Zun,EXwMnX/Zun
Voice,80,2012-05-07 00:00:20.0,1,6f0523ed64efdcd,c9eaa9a94d39f2d,19e2e,19e2e,GBxcFm9Hqd,GBxcFm9Hqd
sms,0,2012-05-07 00:00:20.0,1,3339e755eee8dbd,aaaf0e4bdec7311,19e2e,19e2e,77968c7193,3d75f8c60a
sms,0,2012-05-07 00:00:20.0,2,66eb35305075299,aaaf0e4bdec7311,19e2e,19e2e,7a5d2e6161,e942f32a29
sms,0,2012-05-07 00:00:20.0,2,3bbe0093e571d7e,d164ed0a0cf2360,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,2012-05-07 00:00:20.0,1,800d8bac96dbe83,aaaf0e4bdec7311,19e2e,19e2e,889e5cab91,eefd93f0b4
sms,0,2012-05-07 00:00:20.0,1,b900b368e7e8ef9,2c265c590f16ac3,19e2e,19e2e,7f1068f504,6978fd6d15
sms,0,2012-05-07 00:00:20.0,2,ff7d32c6d771745,aaaf0e4bdec7311,19e2e,19e2e,c5e86e0f93,1ad24d2151
sms,25,2012-05-07 00:00:20.0,3,95d4dfca5a051b7,767f3a5ee698730,19e2e,19e2e,7f822ab9dd,25250f86a1
sms,0,2012-05-07 00:00:20.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,f54e480df9,928a59b635
sms,0,2012-05-07 00:00:20.0,0,34417164bafb5d3,20306c4ca3dbf40,19e2e,19e2e,23c5372bd3,e942f32a29
sms,0,2012-05-07 00:00:20.0,0,1794d644c3d32c6,e09e736e46c5c3d,19e2e,19e2e,54163aa028,12dea05f9d
sms,0,2012-05-07 00:00:20.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,2012-05-07 00:00:20.0,1,8bab6662bdc4230,f2694312e77de8a,19e2e,19e2e,88425d57f4,ebfc58af70
sms,50,2012-05-07 00:00:20.0,0,67ffccd3afbfe7d,52ab079b0dbce82,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,2012-05-07 00:00:20.0,2,f76135cc9894a37,93343ba6e41af95,19e2e,19e2e,0b1dc95681,daa1671776
sms,0,2012-05-07 00:00:20.0,1,9244136c1b6299a,6d3b3b67ce4b9eb,19e2e,19e2e,22656c8413,5d4c1957a9
sms,0,2012-05-07 00:00:20.0,1,ef3e557791db7ab,d4493accc06a9d5,19e2e,19e2e,8cee3d86a3,d06f40f9d5
sms,0,2012-05-07 00:00:20.0,0,46e0133c87a440d,93343ba6e41af95,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,2012-05-07 00:00:20.0,2,c0b4040fe71c25e,e09e736e46c5c3d,19e2e,19e2e,35198d45ef,d06f40f9d5
Voice,2,2012-05-07 00:00:20.0,1,28c1cf89a95d459,62c74867bb046f6,19e2e,19e2e,4ffd0fa13a,e2b604cffa
sms,0,2012-05-07 00:00:20.0,4,688fd3d0417dc4e,e09e736e46c5c3d,19e2e,19e2e,746d16590f,041d9f3af5
Voice,30,2012-05-07 00:00:20.0,5,12b7c38ed4696ca,1ae43a85c58c2df,19e2e,19e2e,39481cee84,8483c47df6
Voice,638,2012-05-07 00:00:20.0,1,0291dc6b1d09ace,85b9b820d39edb8,19e2e,OTHER,7475af0010,bd13e1597d
Voice,1,2012-05-07 00:00:20.0,5,e07e49529e04029,9356bb334d70118,19e2e,19e2e,c68a1b9da4,969b8d0e39
Voice,23,2012-05-07 00:00:20.0,0,9398e221afd3704,9481f838491bcb6,19e2e,19e2e,0c2371d9bc,1e751d08a4
Voice,97,2012-05-07 00:00:20.0,3,773b29952a972f7,68c9fe3a01e0648,19e2e,19e2e,9f3f4322cf,1c7edd2f30
Voice,119,2012-05-07 00:00:20.0,1,1b296c36748dfa7,d9ee4bae68061bd,19e2e,OTHER,96a685fc17,e82c07d996
Voice,5,2012-05-07 00:00:20.0,1,b9b39a5346fda3f,755756e88321bff,19e2e,19e2e,c91538ced6,d610bae720
Voice,60,2012-05-07 00:00:20.0,2,aacc92819c67583,e895645c8cd58c2,19e2e,19e2e,924e68fb93,e201d86276
Voice,5,2012-05-07 00:00:20.0,2,6e18f1316ed1930,ca98150caa0b227,19e2e,19e2e,c7f764caae,f10d5e2823
Voice,70,2012-05-07 00:00:20.0,2,cb7f3ed7fffd6ae,eb474f34e3d1216,19e2e,19e2e,3c6b84ec9b,70b4f9a53b
Voice,1,2012-05-07 00:00:20.0,2,fe018dc0ce44571,3ce173a7ab9a4bd,19e2e,19e2e,478ac1607b,348fd8506b
Voice,70,2012-05-07 00:00:20.0,1,38fb3bf81146d7c,e59bcb7bd1daa47,19e2e,19e2e,611ffe7b03,7ee1a1444f
Voice,6,2012-05-07 00:00:20.0,1,956c6057b8f5285,f72cdf7a6282966,19e2e,19e2e,ea8e14c964,86e2fbb623
Voice,0,2012-05-07 00:00:20.0,2,83c9c71bd3f0b33,41e23f6b32cae1a,19e2e,19e2e,b4d76c2a71,b07f9bb851
Voice,26,2012-05-07 00:00:20.0,2,891ae47329160a2,ca86c72b226acab,19e2e,19e2e,bcc3209833,b4e77d440c
Voice,0,2012-05-07 00:00:20.0,2,4c26e40ccd93803,720ef8f4abf6a0f,19e2e,19e2e,2f51ddb871,dac8af8efb
Voice,1,2012-05-07 00:00:20.0,2,5d1ffb3751b64b6,906608070122f93,19e2e,19e2e,08f4e258c7,b0d7a9946f
Voice,180,2012-05-07 00:00:20.0,1,c86aff725f71ee2,dfb8b8e19999e7f,19e2e,19e2e,184ecfcdf9,54b866dd5d
Voice,2,2012-05-07 00:00:20.0,2,7cd5c70357b3515,152e83af5fc2b51,19e2e,19e2e,77255d2612,c6400e443f
Voice,0,2012-05-07 00:00:20.0,0,dbf7868f9a5612e,dd99f9d09abf9a9,19e2e,19e2e,8359231c1e,c2545171dc
Voice,20,2012-05-07 00:00:20.0,2,8fa5882fd4f9c95,3b1c0a2366de6ab,19e2e,19e2e,603a03131a,a058068007
data,0,2012-05-07 00:00:20.0,_,09e7d5d40c4899c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:20.0,_,7475951f27e70e4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:21.0,1,27cb5294b88aa24,ba6c728f4e288a1,19e2e,19e2e,465c8bda58,cc442b47d9
sms,0,2012-05-07 00:00:21.0,1,5083ffd21324e6d,93343ba6e41af95,19e2e,19e2e,c92be6915d,61bee9c70c
sms,0,2012-05-07 00:00:21.0,0,7fa908008c02304,aaaf0e4bdec7311,19e2e,19e2e,ec301f6f3a,22389546ec
sms,0,2012-05-07 00:00:21.0,4,3881616c4a8c290,aaaf0e4bdec7311,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,25,2012-05-07 00:00:21.0,1,71636381425eeb4,13a8a86e977bb52,19e2e,19e2e,000e75b960,5585d0657c
sms,0,2012-05-07 00:00:21.0,1,291663643f02c60,93343ba6e41af95,19e2e,19e2e,fb4a029745,b7a160c985
sms,0,2012-05-07 00:00:21.0,5,de57603e6f7a2ac,312733b70c62316,19e2e,19e2e,c64aa83e02,cf58de22e1
sms,0,2012-05-07 00:00:21.0,0,8ac80514243159a,f57c9ab8bee6a71,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,0,2012-05-07 00:00:21.0,1,ece04a9c01ee666,93343ba6e41af95,19e2e,19e2e,7c0f52a020,ab26b62256
sms,25,2012-05-07 00:00:21.0,1,f8b393b234c26f7,a5761d4652b89fd,19e2e,19e2e,9fdd6297cc,644d9f790b
sms,0,2012-05-07 00:00:21.0,5,0d1e8ed09da055d,f20ea2bd992cd73,19e2e,19e2e,c691281996,4f92d7f120
sms,25,2012-05-07 00:00:21.0,0,74189e127808747,3704381e2e76259,19e2e,19e2e,e3ef47df3f,1b5540c02d
sms,0,2012-05-07 00:00:21.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,25,2012-05-07 00:00:21.0,2,fd8de44cbaee344,fee3d2231246100,19e2e,19e2e,3ac5beb8f8,65efe2bc62
sms,0,2012-05-07 00:00:21.0,2,f311f8235d2f293,7af76c2046e02f3,19e2e,OTHER,c565d3f89f,2a61d9a98c
sms,0,2012-05-07 00:00:21.0,1,ecc5a1a16d86e83,ef9acb0f023b365,19e2e,19e2e,5b975beadf,029ef38f0b
sms,0,2012-05-07 00:00:21.0,1,af125b4bc8685c9,93343ba6e41af95,19e2e,19e2e,afefb687c9,043588076c
Voice,120,2012-05-07 00:00:21.0,2,261fc4a77b5acdf,0c0f59e758145c3,19e2e,19e2e,359b6f241a,165d822fcb
sms,25,2012-05-07 00:00:21.0,0,f841db8f7090526,69851d002f939f0,19e2e,19e2e,9509525052,84eb207483
sms,25,2012-05-07 00:00:21.0,0,2b9a20c41202dbb,9718a3bd776bcdd,19e2e,19e2e,670cacbb4b,07531b72e2
Voice,35,2012-05-07 00:00:21.0,4,4f7ce0ef156061e,a2b8d4dd2a2c2ff,19e2e,19e2e,87ec07b361,f222e7c57c
Voice,30,2012-05-07 00:00:21.0,1,79402f40fad59da,10224e08b68a1f7,19e2e,19e2e,dc89a646b0,4e0108dd8a
Voice,108,2012-05-07 00:00:21.0,1,cc23776719d4934,eae4538967944a0,19e2e,19e2e,2de6b28e8e,c6210d7615
Voice,2,2012-05-07 00:00:21.0,0,f06b54f2580d490,245e7644b33c363,19e2e,19e2e,5139351fad,1113359465
Voice,19,2012-05-07 00:00:21.0,2,5f941efb0fb61b0,ffba733a28a4e39,19e2e,19e2e,ad8cc20055,cb7aa97d53
Voice,7,2012-05-07 00:00:21.0,1,93015bb1552fbcc,1eebbbfba5c0e4c,19e2e,19e2e,db0d86e863,2e828e607c
Voice,0,2012-05-07 00:00:21.0,1,f303a1c4373fe47,66a2bf6f5f711b2,19e2e,19e2e,1d8095f79e,3e46cdd0e8
Voice,83,2012-05-07 00:00:21.0,0,f0d58cbf2fb758c,fbd9a1677505fe2,19e2e,19e2e,68791ae38d,4d67cb1e72
Voice,13,2012-05-07 00:00:21.0,1,c7fcefae2da71f4,e3aad0c001aed3d,19e2e,19e2e,943a2bc0bc,be954bdb76
Voice,33,2012-05-07 00:00:21.0,2,daecf10d011db09,318e3de7c3a9336,19e2e,19e2e,7ad3fe32b6,547385b9d5
Voice,0,2012-05-07 00:00:21.0,0,072aecee40d4e22,55ad144fa74fddc,19e2e,19e2e,d122cb497c,bc6c0ddf34
Voice,16,2012-05-07 00:00:21.0,0,2313f147b4452d5,4e4bb5a13d08fb9,19e2e,19e2e,e3ef47df3f,1b5540c02d
Voice,2,2012-05-07 00:00:21.0,1,430dc6dfc97891e,86d8daa758bbe61,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
Voice,13,2012-05-07 00:00:21.0,0,83214af89799386,546c22a65eb6056,19e2e,19e2e,6c1eb77131,928a59b635
Voice,2,2012-05-07 00:00:21.0,1,ad4fedcef81aace,54a09dd1a67f20f,19e2e,OTHER,b67ec11806,d96dcd5475
data,18,2012-05-07 00:00:21.0,_,68f9f376302a26b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,c6cc0938a1f8def,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,1834bc8500968de,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,79037c8b277feea,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,905261aa446868c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,12d8e189d530fe7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,271e64680998458,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-07 00:00:21.0,_,7766e25add09f95,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,26b9bd96d74d5b3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,d21b45a550391a2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:21.0,_,c0a925dda3f3180,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:21.0,1,87db811e0a80e1c,28a6bcdc24a8b38,19e2e,19e2e,AeMTQ9ZejC,AeMTQ9ZejC
Voice,0,2012-05-07 00:00:21.0,4,9e23f61a09e5257,6f59f488d102bb3,19e2e,19e2e,Nzi6ftMx+g,Nzi6ftMx+g
sms,0,2012-05-07 00:00:21.0,1,27cb5294b88aa24,ba6c728f4e288a1,19e2e,19e2e,465c8bda58,cc442b47d9
Voice,35,2012-05-07 00:00:21.0,4,4f7ce0ef156061e,a2b8d4dd2a2c2ff,19e2e,19e2e,87ec07b361,f222e7c57c
Voice,83,2012-05-07 00:00:21.0,0,f0d58cbf2fb758c,fbd9a1677505fe2,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,0,2012-05-07 00:00:22.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,2012-05-07 00:00:22.0,0,7749f3c0b64b41c,46a184092591c49,19e2e,19e2e,GcrZa8zEew,GcrZa8zEew
sms,0,2012-05-07 00:00:22.0,1,3e83eaa5bbd4197,aaaf0e4bdec7311,19e2e,19e2e,e56a4bfad1,4dac8c0c56
sms,0,2012-05-07 00:00:22.0,1,51ce2dc3ab2991c,e09e736e46c5c3d,19e2e,19e2e,eb12615903,95796da9aa
sms,0,2012-05-07 00:00:22.0,1,6f95edc7e5f5bed,93343ba6e41af95,19e2e,19e2e,322d929b07,814d6c8277
sms,0,2012-05-07 00:00:22.0,3,296ce6874661e25,ed7117e2bb5f4f2,19e2e,19e2e,d2775f54d7,d8682c35fc
sms,75,2012-05-07 00:00:22.0,1,9b30a1b69c83db1,4a643aff7c5cde2,19e2e,OTHER,ae0553c798,58657f2784
sms,0,2012-05-07 00:00:22.0,1,68ec294ea33925a,88a87a14c1dcc68,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,2012-05-07 00:00:22.0,1,cad3c3d68c78ed0,e09e736e46c5c3d,19e2e,19e2e,274a4a8fba,5d02861fce
sms,0,2012-05-07 00:00:22.0,2,70faf40a182185e,a72eed8388707ae,19e2e,19e2e,f9639af5ac,70e2654621
sms,0,2012-05-07 00:00:22.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,25,2012-05-07 00:00:22.0,2,55d91b20c209dd7,7dc0a41097239eb,19e2e,19e2e,2010dd314d,b4ddb9e93c
sms,0,2012-05-07 00:00:22.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,2012-05-07 00:00:22.0,0,7880ff82d1dd777,81a372b3c0af72c,19e2e,19e2e,6c1eb77131,928a59b635
sms,0,2012-05-07 00:00:22.0,1,23ba272af669cf2,dc118542882de5e,19e2e,19e2e,a8c1a2f1a7,9cc77873ac
sms,25,2012-05-07 00:00:22.0,2,5cc6dee172092c5,46c33c9a872b882,19e2e,19e2e,46b9480a4b,a314c5ec32
Voice,56,2012-05-07 00:00:22.0,0,a1d158846d8768f,80373ebb20d18dd,19e2e,19e2e,6bb56214d5,d6080378b9
Voice,5,2012-05-07 00:00:22.0,1,4c064e38172ead1,2f4e143654be96b,19e2e,19e2e,248eefc83a,58b84c2039
Voice,28,2012-05-07 00:00:22.0,3,2a2b5be25efa611,b640607f546f4e4,19e2e,19e2e,3425310c4f,9159d9844c
Voice,0,2012-05-07 00:00:22.0,2,4c607824b074fe0,1169266fdedc48c,19e2e,19e2e,33760a1784,ef51d8b174
Voice,232,2012-05-07 00:00:22.0,1,827a3ba376710c3,5760b088a0a6d90,19e2e,19e2e,92c149d0eb,51d21d438f
Voice,30,2012-05-07 00:00:22.0,3,03a41f14b2029c9,fb72ca2db9090b9,19e2e,19e2e,9f3f4322cf,1c7edd2f30
Voice,55,2012-05-07 00:00:22.0,1,42a30462ec072b8,f0d1f64cb568377,19e2e,19e2e,6f19884dcb,5c565fbfb1
Voice,1,2012-05-07 00:00:22.0,2,346c16bb162bcd9,521b1b556ec2aa9,19e2e,19e2e,26c3cc23da,d2de5847b1
Voice,250,2012-05-07 00:00:22.0,1,ba51c5d86d2c3c2,d777c8dbac220bd,19e2e,19e2e,771430a49a,0e9ebcb77b
Voice,62,2012-05-07 00:00:22.0,0,c4409c51de754ca,340cf5b5a0ba2e4,19e2e,19e2e,37403bd2f0,dab9a2e6e1
Voice,40,2012-05-07 00:00:22.0,0,002b06898605b3b,a5cc83245351838,19e2e,19e2e,5139351fad,1113359465
Voice,3,2012-05-07 00:00:22.0,0,cbb02911fd533e1,fe1cf17b686a8ee,19e2e,19e2e,a37bf6745c,84e3e7f10d
Voice,0,2012-05-07 00:00:22.0,1,ef4d000e1de715d,6b658af42883e8d,19e2e,19e2e,4dbcc9cc61,c9d8e4cdf1
Voice,36,2012-05-07 00:00:22.0,0,6aa6a2fe02152cf,2ada1c108bfb733,19e2e,19e2e,f4aceab2e2,739e843470
Voice,102,2012-05-07 00:00:22.0,1,b9fe4d96ea77337,5cc72df863ebee1,19e2e,19e2e,60339d459f,e1a3687210
data,0,2012-05-07 00:00:22.0,_,08a3476850a26d1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:22.0,_,21a719938a9856e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,43,2012-05-07 00:00:22.0,_,8a632f1d3f13341,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:22.0,_,aae55a5ecd390b7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:23.0,0,14737d56b954ff3,aaaf0e4bdec7311,19e2e,19e2e,b6ef90bf41,d06f40f9d5
sms,0,2012-05-07 00:00:23.0,0,a9970c947a24d76,43018281b1ebd1f,19e2e,19e2e,e4c6d4fec2,9bb4b27356
sms,0,2012-05-07 00:00:23.0,0,664b7f7791f2557,a6ed54b2fe0fe14,19e2e,19e2e,dd98a379f0,c06620882a
sms,25,2012-05-07 00:00:23.0,0,01d789942d06a20,a18afd72125733e,19e2e,19e2e,25c3b77697,de8b939a5e
sms,25,2012-05-07 00:00:23.0,1,d2fec199a698a26,29c385f3af40445,19e2e,19e2e,7b724c1162,d0cd72cac5
sms,0,2012-05-07 00:00:23.0,0,8a46e3ccbad2a36,93343ba6e41af95,19e2e,19e2e,e3a768e21f,45669f3801
sms,0,2012-05-07 00:00:23.0,2,d83625aa3e862ef,450aa0ffdcb0496,19e2e,19e2e,729b6b4b22,9411ac7df8
sms,25,2012-05-07 00:00:23.0,5,61beaf58af660b7,c0d8553f4ec7f33,19e2e,19e2e,2ba685dd7c,a3efd45afb
sms,0,2012-05-07 00:00:23.0,1,5d760c84760c61e,93343ba6e41af95,19e2e,19e2e,b01305e51d,7de24de80d
sms,25,2012-05-07 00:00:23.0,1,0603d4190d36326,62e3ba99b0256cc,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
sms,25,2012-05-07 00:00:23.0,2,ebca63f84721e70,4fb0e557ada0571,19e2e,19e2e,6f146d4e2a,2c0cbe7cc1
sms,25,2012-05-07 00:00:23.0,0,4a75d4c67d38426,4a808ee3bceb3a3,19e2e,19e2e,613afb4ef6,40bb97c420
sms,25,2012-05-07 00:00:23.0,4,2525261dde2c304,4dc6658b5cd702e,19e2e,19e2e,c999b4bac8,40d0a8c0df
sms,25,2012-05-07 00:00:23.0,1,6e7d02a0b6f8910,cbc8759a842c0c0,19e2e,19e2e,069b659109,7e46936864
sms,0,2012-05-07 00:00:23.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,25,2012-05-07 00:00:23.0,1,36e9613a363ca0d,82a2089795909f9,19e2e,19e2e,5aa4e8eff6,080108452a
Voice,15,2012-05-07 00:00:23.0,5,ba1476a59cff2c8,c254c136ad22160,19e2e,19e2e,c03fbd81d0,eefd93f0b4
Voice,104,2012-05-07 00:00:23.0,4,5706fb735e69a7e,b56c1a1636995be,19e2e,19e2e,245c49061f,16d3b44b2d
Voice,68,2012-05-07 00:00:23.0,0,def50b453a721c8,99998b4963ee4e8,19e2e,19e2e,d5630e30fe,5bd7fea63c
Voice,52,2012-05-07 00:00:23.0,1,ed72000eb67a51c,89a6cb1719553f6,19e2e,19e2e,c2bb42ad2c,585a3bc66c
Voice,23,2012-05-07 00:00:23.0,1,e5853153a8bf76a,17c101287800d57,19e2e,19e2e,cc50ee0fc9,cf4e87af01
Voice,1,2012-05-07 00:00:23.0,1,c40792d7f43ea1d,de50c9a2f28ae7d,19e2e,19e2e,274a4a8fba,5d02861fce
Voice,91,2012-05-07 00:00:23.0,4,036029e738cd141,caebf0f03c7cd00,19e2e,19e2e,b601eb170b,d100db0842
Voice,17,2012-05-07 00:00:23.0,2,5c14b767bea1bc6,ca80a6e5c141022,19e2e,19e2e,96c5ac7a46,312bc23650
Voice,27,2012-05-07 00:00:23.0,1,567a571d5d130ce,506a2cc60c3dbae,19e2e,19e2e,4a7047f1ba,dea1e52d3b
Voice,38,2012-05-07 00:00:23.0,2,bfadf773aaba3e4,be3d0c69d5ff0d4,19e2e,19e2e,c565d3f89f,2a61d9a98c
Voice,200,2012-05-07 00:00:23.0,0,86e84439614b26f,3c2b995d7dcc534,19e2e,19e2e,d970dcfc39,fb480113cd
Voice,21,2012-05-07 00:00:23.0,0,07fbe6083c2927f,6e5643cc207bea2,19e2e,19e2e,80c2221eec,8fd6f8d1c5
Voice,34,2012-05-07 00:00:23.0,2,3f43f79db2307c6,30aaf3c00afa513,19e2e,19e2e,ce13ed29dd,7f76d66503
Voice,30,2012-05-07 00:00:23.0,5,720b8af8698876c,b2a5533c85026bd,19e2e,19e2e,e21c9c8e36,d1809b909f
Voice,54,2012-05-07 00:00:23.0,0,a4297162df5e9d4,aac01597bb79c62,19e2e,19e2e,f252007208,9869791cee
Voice,0,2012-05-07 00:00:23.0,2,69c400131a10865,1a49f8b0ded9de6,19e2e,19e2e,26c3cc23da,d2de5847b1
Voice,0,2012-05-07 00:00:23.0,1,473c37092536b99,6c8a182bdd608b7,19e2e,19e2e,0ff4f68649,d8682c35fc
Voice,20,2012-05-07 00:00:23.0,2,3ee186dc969df2f,752f91b2f0074ab,19e2e,19e2e,9d09fa15ee,cdf82e4fe3
Voice,362,2012-05-07 00:00:23.0,2,5ec102d792e2b9b,fb4279509216741,19e2e,19e2e,d1889b433b,e516cb8121
Voice,17,2012-05-07 00:00:23.0,0,35255d67087f081,1aebcfd1d085e00,19e2e,19e2e,ff8f9f4d59,40cb5c4468
Voice,167,2012-05-07 00:00:23.0,2,8447a0c3f9bdefb,bfc70823f833a4c,19e2e,19e2e,fdfe4e8c70,bd13e1597d
data,0,2012-05-07 00:00:23.0,_,0abf108a9c53844,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:23.0,_,dadba08b0b5c3a5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:23.0,_,2a9749c46bf669a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:23.0,_,ea4bb8e522bd8c4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:24.0,1,86fb73ad0d22dcf,70978efd3dde636,19e2e,19e2e,4aece7d310,66e2080825
sms,0,2012-05-07 00:00:24.0,0,b109ef2d391ecd0,37a123428845d5f,19e2e,19e2e,33e24a2f64,964f27ce54
sms,0,2012-05-07 00:00:24.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,253f3e83ab,f11e961893
sms,0,2012-05-07 00:00:24.0,4,94c4a49a997fdf7,24920e69f282565,19e2e,19e2e,2d5e6a3639,bc6bc54edb
sms,0,2012-05-07 00:00:24.0,0,6be5ae3f0d2fbdb,aaaf0e4bdec7311,19e2e,19e2e,63acd2daa9,ef51d8b174
sms,25,2012-05-07 00:00:24.0,1,a9401b05dca5149,495ffc46037a6b3,19e2e,19e2e,5c7dc2f617,e42de17efb
